country,region,name,aliases,licence_number,licence_status,expires_at,phone,email,website,address_line1,address_line2,city,address_region,postal_code,source_registry,source_url,verified_at
CA,ON,Gatestone & Co. Inc.,,1950535,active,2028-01-08,1-800-678-3052,,https://gatestone.com,"1500 Don Mills Rd, Suite 700, Toronto, ON M3B 3K4; 4-33 Sinclair Blvd, Brantford, ON N3S 7X6",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,GCQ Canada Inc.,,4728491,active,2027-05-29,1-866-968-6639,,https://www.gcqcanada.com,"55 Water Street W, Suite 355, Cornwall, ON K6J 1A1",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,General Credit Services Inc.,General Credit Services/groupe Solution Collect,4699249,expired,2026-07-12,1-855-777-4274,inquiries@generalcsi.com,https://generalcreditservices.com/,"611-3300 Highway 7, Vaughan, ON L4K 0G2",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Global Credit & Recovery Corp,,4741645,active,2028-04-30,,,,,,Vaughan,ON,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Global Credit Alliance Limited,,4740452,active,2028-02-28,,,,,,Vaughan,ON,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Go Beyond Collection Agency Inc.,,4707954,active,2027-01-03,1-877-300-6006,,https://www.gobeyondcollect.com,"100 Main Street East, Suite 114, Hamilton, ON L8N 3W4",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Granite Asset Recovery Inc.,T P H Recovery Services,4740300,active,2027-11-26,,,,,,Richmond Hill,ON,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Groupe Services Partages Desjardins Inc.,,4735531,active,2027-04-20,,,https://www.desjardins.com/,"37 Preston, Unit 201, Timmins, ON P4N 3M7",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,In-House Receivable Services Ltd.,,4741427,expired,2026-04-20,,,,,,Brampton,ON,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Indebted Canada Ltd.,,4741145,active,2026-11-20,1-844-233-7240,,https://www.indebted.co,"18 King Street East, Suite 1400, Toronto, ON M5C 1C4",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
CA,ON,Indebted Canada Ltd.,,4741151,active,2026-12-10,1-844-233-7240,,https://www.indebted.co,"18 King Street East, Suite 1400, Toronto, ON M5C 1C4",,,,,collectionagencies.ca (Ontario licensed collection agencies),https://collectionagencies.ca/provinces/ontario/licensed-collection-agencies,2026-07-19T00:00:00.000Z
